Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
9th Apr 2024,https://www.vishvasnews.com/politics/fact-check-cm-yogi-adityanath-had-talked-about-owaisi-running-away-from-telangana-not-obc/,"Fact Check: सीएम योगी आदित्यनाथ ने OBC नहीं, बल्कि ओवैसी के तेलंगाना से भागने की बात कही थी","OBC, SC, ST वालों ये देखो योगी का सच.",Reservation,YOgi adityanath,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-66-1.jpg,"OBC,Owaisi,Yogi Adityanath"
9th Apr 2024,https://www.vishvasnews.com/politics/fact-check-around-12-years-old-video-of-nitin-gadkari-criticizing-former-pm-manmohan-singh-govt-falsely-linked-to-lok-sabha-election-chunav-2024/,Fact Check: मनमोहन सरकार की आलोचना करते गडकरी के वीडियो क्लिप को चुनावी संदर्भ में भ्रामक दावे से किया जा रहा शेयर,केंद्रीय मंत्री नितिन गडकरी ने की अपनी ही सरकार की आलोचना।,Union Minister Nitin Gadkari criticized the government.,Nitin Gadkari,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-09-at-3.02.08-PM.jpeg,"BJP,Congress,Election Fact Check,Fact Check,Fake News Alert,Former PM Manmohan Singh,Gadkari on Manmohan Singh,Lok Sabha Election 2024,Nitin Gadkari"
9th Apr 2024,https://www.vishvasnews.com/politics/fact-check-railway-station-platform-ticket-price-hike-up-to-50-rupees-is-misleading/,"Fact Check : प्लेटफॉर्म टिकट के दाम कोरोना के समय 50 रुपये हुए थे, अब फिर से 10 रुपये में मिल रहा","2014 से पहले प्लेटफॉर्म टिकट 3 रुपये था, जबकि इसके बाद प्लेटफॉर्म टिकट की कीमत 50 रुपये हो गई है।",railway station platform ticket price,NA,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-7.jpg,"Election Fact Check,Fact Check,Loksabha Election 2024,Platform Ticket price,railway station"
10th Apr 2024,https://www.vishvasnews.com/viral/fact-check-fact-check-scripted-video-of-people-arguing-on-the-road-is-being-given-a-communal-color-and-is-being-made-viral/,Fact Check : सड़क पर बहस करते लोगों के स्क्रिप्टेड वीडियो को सांप्रदायिक रंग देकर किया जा रहा वायरल,हिंदू शख्स को मुस्लिम इलाके में खड़े होने पर लोगों ने भगाया।,People chased away a Hindu man for standing in a Muslim area.,Hindu-Muslim,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-24.jpg,"fake road rage video,fake video,scripted road rage video,viral road rage video,viral video"
8th Apr 2024,https://www.vishvasnews.com/politics/fact-check-old-video-of-vandalism-not-recent-bjp-office-attack-know-the-truth/,"Fact Check: भाजपा कार्यकर्ताओं के पार्टी कार्यालय में तोड़फोड़ करने का वायरल वीडियो पुराना है, भ्रामक दावे से वायरल",देश की आम जनता बीजेपी को 400 सीट जितवाने में पूरी तैयारी से अपना महत्वपूर्ण योगदान के साथ साथ वोट देते हुए।,Video of vandalism BJP office,BJP ,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-66.jpg,"BJP office vandalism video,Fact Check,Lok Sabha Election 2024,Truth behind BJP office video,Viral video BJP office"
8th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-fake-newspaper-clipping-going-viral-to-spread-negative-propaganda-against-arvind-kejriwal/,Fact Check: Fake Newspaper Clipping Going Viral To Spread Negative Propaganda Against Arvind Kejriwal,Kejriwal as rapist in IIT Kharagpur,Arvind Kejriwal was accused of rape, Arvind Kejriwal,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-64-1.jpg,"AAP,Arvind kejriwal,Lok Sabha elections 2024"
8th Apr 2024,https://www.vishvasnews.com/sports/fact-check-ipl-2024-rohit-sharma-statement-kkr-captaincy-six-years-old/,Fact Check : KKR की कप्तानी को लेकर दिया गया रोहित शर्मा का यह बयान 6 साल पुराना, एमआई के साथ विवाद के बाद रोहित शर्मा ने कहा केकेआर की कप्तानी करना चाहूंगा।,"After the controversy with MI, Rohit Sharma said that he would like to captain KKR.",Rohit Sharma,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-13.jpg,"Fact Check,IPL 2024,Kolkata Knight Riders,Rohit Sharma,Rohit Sharma on KKR Captaincy,viral video"
8th Apr 2024,https://www.vishvasnews.com/politics/fact-check-a-video-claiming-the-mismatch-of-electors-and-votes-polled-in-evm-in-varanasi-during-2019-lok-sabha-elections-is-fake-and-baseless/,Fact Check: 2019 में वाराणसी सीट पर 11 लाख वोट के मुकाबले EVM से 13 लाख मतों की गिनती का दावा FAKE,2019 में वाराणसी चुनाव में 11 लाख वोट डाले गए लेकिन लेकिन ईवीएम में गिनती के दौरान मतों की संख्या 12 लाख 87 हजार निकली।,"In 2019, 11 lakh votes were cast in Varanasi election, but during counting in EVM, the number of votes came out to be 12 lakh 87 thousand.","Varanasi election,EVM",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-08-at-4.29.57-PM.jpeg,"2019 elections,Election Fact Check,EVM,Lok Sabha Election 2024,Varanasi election fake vote count,Varanasi LokSabha Seat"
8th Apr 2024,https://www.vishvasnews.com/viral/viral-photo-alert-girl-with-snow-leopard-in-gilgit-is-fake/,Fact Check : गिलगित में लड़की और स्नो लेपर्ड की काल्पनिक तस्वीर झूठी कहानी के साथ वायरल,"गिलगिट,सरहद पार,की गुलमिना छोटी थी तो बिल्ली का बच्चा समझ कर तेंदुआ के बच्चे को घर उठा लायी।दूध पिलाती, उसका ख्याल रखती।कुछ दिन में घर वालों को लगा कि ये तेंदुआ है तो उसे जंगल में छोड़ आए। तेंदुआ बड़ा हो गया पर गुलमिना से मिलने आता रहता है। वो जंगली है। नेताओं की वफादारी देखिए!",Girl with Snow Leopard,Pakistan/Gilgit ,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-19.jpg,"Fact Check,fake news,Gilgit Girl Leopard Picture,Gilgit Girl Viral photo,Pakistani Girl with Leopard,Viral girl with leopard"
8th Apr 2024,https://www.vishvasnews.com/politics/video-of-2017-incident-with-union-minister-mansukh-mandaviya-falsely-linked-as-recent/,Fact Check : केंद्रीय मंत्री मनसुख मांडविया के साथ 2017 में हुई घटना के वीडियो को अभी का बताकर फैलाया जा रहा भ्रम,"भारत माता की जय,वंदे मातरम्। फिर केंद्रिय मंत्री मनसुख मंडाविया पर चप्पल फेका। बोलो अबकी बार जूता मार।",Slipper thrown at Minister Mandaviya,Mansukh Mandaviya,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-19-2.jpg,"Mansukh Mandaviya,Union Minister Mansukh Mandaviya,viral video"
8th Apr 2024,https://www.vishvasnews.com/viral/fact-check-this-post-asking-to-switch-off-phones-due-to-cosmic-rays-is-fake/,Fact Check: कॉस्मिक किरणों के कारण फोन बंद करने को कहती यह पोस्ट फर्जी है,"आज रात 12:30 बजे से 3:30 बजे के बीच, अपने सेल फोन, लैपटॉप इत्यादि को बंद करना सुनिश्चित करें और इसे अपने शरीर  से दूर रखें। टीवी सिंगापुर ने यह खबर दी है। कृपया अपने परिवार और दोस्तों को सूचित करें। आज रात 12:30 बजे से 3:30 बजे के बीच, हमारी धरती सबसे ज्यादा रेडिएशन का सामना करेगी। कॉस्मिक लाइट किरणें धरती के पास से गुज़रेंगी। इसलिए अपने फोन इत्यादि को बंद कर दें और इसे अपने शरीर से दूर रखें, क्योंकि इससे हमें रेडिएशन के हानिकारक प्रभाव होंगे। आप इसे गूगल और नासा और बीबीसी न्यूज़ पर देख सकते हैं। इस संदेश को उन अन्य लोगों के साथ साझा करें जो आपके परिवार, दोस्तों, मित्रों और यहाँ तक कि आपकी पत्नी के लिए भी महत्वपूर्ण हैं। ऐसा करके आप कई लोगों की जान बचा सकते हैं। आशा है कि यह उपयोगी होगा!",Mobile phones,MObile phone users,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-63-1.jpg,"Cosmic Rays,Solar Eclipse"
8th Apr 2024,https://www.vishvasnews.com/viral/fact-check-the-artist-seen-in-this-picture-is-not-sonu-soods-father-picture-is-going-viral-with-wrong-claim/,"Fact Check: इस तस्वीर में दिख रहे कलाकार नहीं हैं सोनू सूद के पिता, गलत दावे के साथ तस्वीर हो रही है वायरल",गरीबों के मसीहा सोना सूद और उनके पिता की तस्वीर इनके लिए लाइक जरूर से क,Bollywood,Sonu Sood,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-62-1.jpg,"Bollywood,Sonu Sood"
6th Apr 2024,https://www.vishvasnews.com/politics/fact-check-chhattisgarh-cm-vishnu-deo-sai-did-not-appeal-to-voters-in-favor-of-congress-candidate-bhupesh-baghel-a-viral-video-is-fake-and-altered/,"Fact Check: छत्तीसगढ़ CM ने कांग्रेस प्रत्याशी भूपेश बघेल को जिताने की नहीं की अपील, वायरल वीडियो फेक और ऑल्टर्ड है",छत्तीसगढ़ CM ने कांग्रेस प्रत्याशी भूपेश बघेल को जिताने की अपील की।,Chhattisgarh CM appealed to Congress candidate Bhupesh Baghel to win.,"Chhattisgarh CM,  Bhupesh Baghel",https://www.vishvasnews.com/wp-content/uploads/2024/04/fake3.jpg,"Bhupesh Baghel,Chhattisgarh CM,Election Fact Check,Lok Sabha Election 2024,Vishnu Deo Sai Fake Video,Vishnu Deo Sai Viral Clip"
8th Apr 2024,https://www.vishvasnews.com/world/fact-check-video-of-an-old-incident-in-indonesia-is-being-shared-by-linking-it-to-the-recent-earthquake-in-taiwan/,Fact Check: इंडोनेशिया की पुरानी घटना के वीडियो को ताइवान के हालिया भूकंप से जोड़कर किया जा रहा शेयर, ताइवान में आए भूकंप का हालिया दृश्य।,A recent scene of the earthquake in Taiwan.,Earthquake in Taiwan,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-06-at-4.27.00-PM.jpeg,"Earthquake in Taiwan,Indonesia,Old Video of Indonesia"
6th Apr 2024,https://www.vishvasnews.com/viral/fact-check-british-royal-navy-sailor-ruckus-in-chennai-viral-with-misleading-claim/,Fact Check : चेन्नई में नशे में धुत्त हंगामा करते ब्रिटिश नागरिक का वीडियो भ्रामक दावे से वायरल,चेन्नई में पुलिस ने पैसे नहीं देने पर ब्रिटिश नौसेना के एक अधिकारी की पिटाई कर दी।,british royal navy sailor ruckus,chennai,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_24-1.jpg,"british royal navy sailor, Chennai, Chennai police,"
6th Apr 2024,https://www.vishvasnews.com/politics/fact-check-video-of-roof-collapses-at-guwahati-airport-being-shared-as-the-incident-of-ayodhya-airport-with-fake-claim/,Fact Check: असम में एयरपोर्ट की छत गिरने के वीडियो को अयोध्या एयरपोर्ट के नाम से किया जा रहा वायरल, अयोध्या के नवनिर्मित एयरपोर्ट की छत गिरने का वीडियो।,Video of Ayodhya's newly constructed airport roof collapsing.,Ayodhya newly constructed airport,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-06-at-4.02.06-PM.jpeg,"Ayodhya Airport,Guwahati Airport,Roof collapses"
6th Apr 2024,https://www.vishvasnews.com/ai-check/fact-check-deepfake-video-of-promoting-gaming-app-viral/,"Fact Check : गेमिंग ऐप का प्रचार करने वाला वीडियो डीपफेक है, दो अलग-अलग वीडियो को मर्ज कर अलग से जोड़ी गई है आवाज",गेमिंग ऐप का प्रचार कर रहा यूट्यूबर।,promoting gaming app,Jellys Rush,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-1.jpg,"Deepfake Video,Fact Check,gaming app"
8th Apr 2024,https://www.vishvasnews.com/viral/fact-check-agra-content-creator-video-sparks-controversy-impersonating-pakistani-muslim-goes-viral/,Fact Check : आगरा के कंटेंट क्रिएटर के वीडियो को पाकिस्तानी मुस्लिम के नाम से किया जा रहा वायरल,पाकिस्तान मुस्लिम का भारतीय मुस्लिमों को मैसेज।,Message from Pakistani Muslims to Indian Muslims.,Pakistani Muslim,https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-7.jpg,"Agra content creator,Agra News,Fact Check,fake news,Pakistani Muslim,viral video"
5th Apr 2024,https://www.vishvasnews.com/viral/fact-check-this-video-of-emotional-hardik-pandya-is-from-t20-world-cup-has-no-connection-with-ipl-2024/,"Fact Check: भावुक हार्दिक पांड्या का यह वीडियो टी20 वर्ल्ड कप का है, आईपीएल 2024 से नहीं है कोई संबंध",लगातार तीसरी हार के बाद इमोशनल हुए हार्दिक पांड्या#दिल से सपोर्ट करो यार पांड्या को।,Hardik Pandya Emotional,Hardik Pandya,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-05-at-5.51.20-PM.jpeg,"2024 Indian Premier League,emotional Hardik Pandya,Hardik Pandya,IPL 2024 News,Mumbai Indians,T20 World Cup"
5th Apr 2024,https://www.vishvasnews.com/world/fact-check-video-of-pkk-supporters-attack-in-paris-airport-fasely-viral-with-communal-spin/,"Fact Check: आतंकी संगठन PKK समर्थकों ने किया था पेरिस के एयरपोर्ट पर हमला, सांप्रदायिक व फेक दावे से वायरल हो रहा वीडियो","फ्रांस में अवैध रूप से रह रहे 160 मुसलमानों को डिपोर्ट किया जा रहा था, तो सबने मिलकर एयरपोर्ट को तहस-नहस कर दिया।",Muslims attacked on Paris aiport,PKK supporters,https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-4-1.jpg,"Airport attack,Communal Viral Video,France,Muslims,Paris,PKK,viral video"
5th Apr 2024,https://www.vishvasnews.com/politics/fact-check-truth-behind-the-viral-video-claiming-to-aap-leader-sanjay-singh-in-a-recent-altercation-with-policemen/,Fact Check : पुलिस से बहस करते आप नेता संजय सिंह का पुराना वीडियो हाल का बताकर किया जा रहा वायरल,रिहा होने के बाद पुलिस से बहस करते संजय सिंह का वीडियो।,Video of Sanjay Singh arguing with the police after being released.,Sanjay Singh,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-23.jpg,"Aap leader sanjay singh,Fact Check,fake news,Sanjay Singh video,Sanjay Singh viral video"
5th Apr 2024,https://www.vishvasnews.com/viral/fact-check-2022-video-viral-after-latest-taiwal-earthquake/,Fact Check: ताइवान में आये भूकंप के बाद वायरल हो रही रेलवे स्टेशन की क्लिप 2022 की है,BREAKING NEWS: Horrific #earthquake of 7.4 magnitude hit #Taiwan and #Japan. There is an alert that #Tsunami might hit them soon #LatestNews #Headlines #hithotnews #Breaking News See less।,Taiwan earthquake,Taiwan citizens,https://www.vishvasnews.com/wp-content/uploads/2024/04/factcheck21-3-2.jpg,"Earthquake rescue,Taiwan"
5th Apr 2024,https://www.vishvasnews.com/politics/fact-check-congress-mla-video-criticizing-modi-in-himachal-assembly-being-shared-as-criticism-of-indian-pm-in-nepali-parliament/,Fact Check: हिमाचल विधानसभा में कांग्रेसी MLA के मोदी की आलोचना का वीडियो नेपाली संसद के नाम पर फेक दावे से वायरल, नेपाल की संसद में प्रधानमंत्री नरेंद्र की आलोचना।,Criticism of Prime Minister Narendra Modi in Parliament of Nepal.,"Prime Minister Narendra Modi, Parliament of Nepal.",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-6.jpg,"Congress MLA criticizes Modi,Election Fact Check,Fact Check,fake news,Himachal Assembly controversy,Jagat Singh Negi,Lok Sabha Election 2024,Nepali Parliament criticizing Modi,PM Modi"
5th Apr 2024,https://www.vishvasnews.com/politics/hema-malini-10-year-old-video-falsely-linked-to-lok-sabha-election-2024/,Fact Check : हेमा मालिनी का 10 साल पुराना वीडियो लोकसभा चुनाव के बीच भ्रामक दावे के साथ वायरल,"हेलीकाप्टर से उतर कर हेमा मालिनी को आया गुस्सा। कहा छोटी गाड़ी से नही जाऊंगी। मेरे पास टाइम नही है, कोई रोड शो नही चलेगा।",Post against Hema Malini,"Hema Malini, BJP",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-18-1.jpg,"Fact Check,Hema Malini,Lok Sabha Election 2024,viral news"
5th Apr 2024,https://www.vishvasnews.com/viral/fact-check-allahabad-high-court-order-dj-ban-in-2019-and-supreme-court-cancel-it-on-2021/,"Fact Check : यूपी में हाईकोर्ट ने 2019 में किया था डीजे बैन, 2021 में सुप्रीम कोर्ट ने हटा दी थी पाबंंदी, वायरल दावा भ्रामक",इलाहाबाद हाईकोर्ट ने राज्य में डीजे बजाने पर रोक लगा दी है।,high court order dj ban,allahabad,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-4.jpg,"Allahabad High Court,DJ ban,Fact Check,Supreme Court"
5th Apr 2024,https://www.vishvasnews.com/viral/fact-check-viral-phishing-link-claims-to-offer-users-3999/,Fact Check : सरकारी योजना के नाम पर मुफ्त पैसे बांटने के नाम पर फिशिंग लिंक वायरल,"मेरा खाता भाग्य विधाता, हर भारतीय नागरिक के खाते में ₹3999 मुफ्त पाये..! खाते में लेने के लिये नीचे क्लिक करे",Cyber scam,Beneficiaries,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-61.jpg,"phishing links,scam message"
5th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-fake-candidate-list-for-lok-sabha-polls-going-viral-with-sps-name/,Fact Check: Fake Candidate List For Lok Sabha Polls Going Viral With SP’s Name," Lok Sabha Elections 2024-SP Candidate. In this list, it was mentioned that Aam Aadmi Party’s Sanjay Singh would be made the candidate from Jaunpur.",Candidate List For Lok Sabha elections,Sanjay Singh ,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-60-1.jpg,"Lok Sabha elections 2024,Samajwadi party"
4th Apr 2024,https://www.vishvasnews.com/viral/fact-checkviral-pictures-of-katrina-kaif-in-rcb-jersey-are-old-shared-with-false-claims/,"Fact Check : RCB की जर्सी पहने कैटरीना कैफ की वायरल तस्वीरें पुरानी है, गलत दावे से की जा रही शेयर",कैटरीना कैफ ने हाल ही में आरसीबी की जर्सी पहनकर अपनी टीम के प्रति अपना समर्थन दिखाया।,,,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-64.jpg,"Fact Check,Katrina Kaif,Katrina Kaif RCB jersey,Katrina Kaif RCB pictures"
4th Apr 2024,https://www.vishvasnews.com/politics/aap-arvind-kejriwal-false-newspaper-election-propaganda-going-viral/,Fact Check : अरविंद केजरीवाल के खिलाफ दुष्प्रचार की मंशा से वायरल की गई अखबार की काल्पनिक खबर,Kejriwal as rapist in IIT Kharagpur…,Against Arvind Kejriwal,Arvind Kejriwal,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-19-1.jpg,"Arvind Kejriwal Arrest,Arvind Kejriwal News,fake news,Lok Sabha Chunav 2024,Lok Sabha Election"
4th Apr 2024,https://www.vishvasnews.com/viral/fact-check-viral-video-of-woman-assault-not-from-india-but-pakistan/,Fact Check : पाकिस्तानी महिला से मारपीट की घटना को फेक दावे के साथ भारत का बताकर किया जा रहा वायरल,झारखंड में दूसरी शादी न करने पर परिवार वालों ने मुस्लिम महिला के साथ की मारपीट।,"In Jharkhand, Muslim woman was beaten by her family for not remarrying.",Muslim woman,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-21.jpg,"Fact Check,fake news,Pakistan assault video,Pakistan violence viral video,Viral video assault woman"
4th Apr 2024,https://www.vishvasnews.com/world/no-boycott-of-indian-products-mentioned-on-burj-khalifa-fake-photo-viral/,"Fact Check : बुर्ज खलीफा पर भारतीय प्रोडक्ट के बहिष्कार की बात नहीं लिखी गई, Fake है वायरल तस्वीर",बुर्ज खलीफा पर भारतीय प्रोडक्‍ट के बहिष्‍कार का विज्ञापन,Against India,"India, Dubai, Burj Khalifa",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-20-1.jpg,"boycott Indian Product News,Burj Khalifa,Fact Check,viral news,Viral Photo"
4th Apr 2024,https://www.vishvasnews.com/ai-check/fact-check-indian-army-ai-generated-images-viral/,Fact Check: सेना के जवानों की AI निर्मित तस्वीरों से बने वीडियो को किया जा रहा शेयर,सेना के जवानों की तस्वीरें।,indian army images ,indian army,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-1-1.jpg,"AI generated Images,Fact Check,Indian Army"
4th Apr 2024,https://www.vishvasnews.com/viral/fact-check-cough-cpr-is-not-effective-during-heart-attack-fake-message-goes-viral-again/,"Fact Check: हार्ट अटैक के दौरान ‘कफ सीपीआर’ नहीं है कारगर, फेक मैसेज फिर हुआ वायरल",ज़रूरी सूचना। अगर कोई भी अकेला हो और अचानक सीने में दर्द (Chest Pain) हो जाए और दर्द बाएं हाथ से शुरू होकर दांतों के जबड़े तक महसूस हो तो ये हार्ट अटैक (Heart Attack) हो सकता है। अगर कोई आपकी मदद के लिए वहां मौजूद नहीं है या हॉस्पिटल दूर है तो अपनी मदद आप खुद किजिए। फौरन जोर जोर से खाना शुरु करें और हर बार खासने से पहले एक लम्बा साँस ले। ऐसा करने से आपके फेफड़ों (Lungs) को ऑक्सीजन (Oxygen) मिलेगी। कृपया शेयर ज़रूर करे। क्या पता आपकी वजह से किसी की जान बच जाए… मन करे तो जय श्री महाकाल लिखना।,Cough CPR,Heart patients,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-29.jpg,"Cough CPR,CPR,heart attack"
4th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-video-of-chandrashekhar-azad-claiming-to-join-samajwadi-party-is-misleading-and-old/,"Fact Check: सपा के साथ जाने के दावे से वायरल चंद्रशेखर आजाद का वीडियो क्लिप पुराना, भ्रामक दावे से वायरल",चंद्रशेखर आजाद ने बिना किसी सीट के सपा के साथ जाने की बात कही।,Chandrasekhar Azad said that he would go with SP without any seat.,Chandrasekhar Azad,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-5.jpg,"Akhilesh Yadav,Chandrashekhar Azad SP claim,Chandrashekhar Azad viral video,Election Fact Check,Lok Sabha Election 2024,Loksabha Election 2019,Samajwadi party"
4th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-government-officers-on-election-duty-still-can-vote-via-postal-ballot-misleading-post-viral/,"Fact Check: Government Officers On Election Duty Still Can Vote Via Postal Ballot, Misleading Post Viral",Now no government employee will be able to cast his vote through postal ballot,Postal Ballots,Voters,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-59-1.jpg,"eC,Election Commission,Lok Sabha elections 2024"
4th Apr 2024,https://www.vishvasnews.com/entertainment/fact-check-viral-photo-is-kangana-ranaut-with-film-journalist-mark-manuel-not-don-abu-salem/,"Fact Check : कंगना रनोट के साथ डॉन अबू सलेम नहीं, फिल्मी पत्रकार मार्क मैनुअल हैं", कंगना रनोट के साथ डॉन अबू सलेम की तस्वीर।,Don Abu Salem's picture with Kangana Ranaut.,"Don Abu Salem, Kangana Ranaut.",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-20.jpg,"Abu Salem,Fact Check,Fake News viral,Journalist Mark Manuel,Kangana Ranaut,Kangana Ranaut Viral Photo"
4th Apr 2024,https://www.vishvasnews.com/politics/fact-check-officers-on-election-duty-will-be-able-to-vote-through-postal-ballot-fake-claim-goes-viral/,"Fact Check: चुनाव ड्यूटी पर तैनात अधिकारी कर पाएंगे डाक मतपत्र के जरिये वोट, फर्जी दावा वायरल",Now no government employee will be able to cast his vote through postal ballot,Postal Ballots,Voters,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-58-2.jpg,"eC,Election Commission,Election Fact Check,Lok Sabha Election 2024,Postal Ballot"
4th Apr 2024,https://www.vishvasnews.com/viral/fact-check-fatehpur-voilence-video-viral-with-misleading-claim/,"Fact Check: फतेहपुर में युवती को पीटने का आरोपी भी उसी बिरादरी का, वायरल दावा भ्रामक",किसी अन्य बिरादरी के शख्स ने दलित युवती को पीटा है।,dalit girl beaten,fatehpur,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-1.jpg,"Fact Check,Fatehpur,viral video"
3rd Apr 2024,https://www.vishvasnews.com/politics/fact-check-no-amit-shah-did-not-say-objectionable-word-against-baniya-community-viral-statement-is-fake/,"Fact Check: अमित शाह ने नहीं दिया व्यापारी समुदाय के खिलाफ आपत्तिजनक बयान, वायरल दावा फेक और चुनावी दुष्प्रचार",अमित शाह ने बनिया समुदाय के खिलाफ दिया आपत्तिजनक बयान।,Amit Shah made offensive statement against Bania community.,"Amit Shah, Bania community",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-03-at-5.06.53-PM.jpeg,"Amit Shah,Amit Shah statement business community,Amit Shah Viral Statement,Election Fact Check,fake news,Lok Sabha Election,Lok Sabha Election 2024,viral news"
3rd Apr 2024,https://www.vishvasnews.com/english/viral/fact-check-viral-video-of-iftar-party-held-on-road-in-karnataka-falsely-attributed-to-west-bengal/,Fact Check: Viral Video Of Iftar Party Held On Road In Karnataka Falsely Attributed To West Bengal,"An Iftar party organised on a road in Kolkata, West Bengal",iftar party held on road,"Kolkata, West Bengal",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-2.jpg,Lok Sabha elections 2024
3rd Apr 2024,https://www.vishvasnews.com/viral/fact-check-edited-photo-of-hrithik-roshan-holding-msg-2-poster-goes-viral/,Fact Check: एमएसजी 2 फिल्म के पोस्टर के साथ वायरल ऋतिक रोशन की यह तस्वीर एडिटेड है,ऋतिक रोशन के हाथ में पूज्य पिता जी की तस्वीर,Hrithik Roshan MSG 2 poster,Hrithik Roshan,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-62.jpg,"Fact Check,Hrithik Roshan MSG 2 photo,Hrithik Roshan news,Hrithik Roshan viral photo,MSG 2 movie poster,MSG 2 news"
3rd Apr 2024,https://www.vishvasnews.com/sports/fact-check-ipl-2024-csk-player-mathisha-pathirana-is-not-touching-ms-dhoni-feet-viral-video-shows-picking-up-bowling-marker/,Fact Check : बॉलिंग मार्कर उठाते चेन्नई सुपर किंग के खिलाड़ी पथिराना का वीडियो गलत दावे के साथ वायरल, पथिराना ने आईपीएल मैच में बॉल डालने से पहले पैर छूकर धोनी का आशीर्वाद लिया।,Pathirana took Dhoni's blessings by touching his feet before bowling the ball in the IPL match.,Mahendra singh dhoni,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-12.jpg,"Chennai Super Kings,Cricket News,CSK vs GT 2024,IPL 2024,IPL 2024 Viral Video,Matheesha Pathirana,MS Dhoni,MS Dhoni Mathish Pathirana"
3rd Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-list-not-released-by-sp-fake-list-viral/,"Fact Check : सपा की ओर से नहीं जारी की गई वायरल सूची, फर्जी लिस्ट वायरल",List of SP Candidate,List of SP Candidate,"SP, Akhilesh Yadav",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-27.jpg,"Lok Sabha Election 2024,sanjay singh,SP"
3rd Apr 2024,https://www.vishvasnews.com/viral/fact-check-viral-video-of-anant-ambani-promoting-gaming-app-is-a-deepfake/,Fact Check: गेमिंग ऐप को प्रोमोट करते हुए अनंत अंबानी का वायरल वीडियो डीप फेक है,एविएटर गेमिंग एप को प्रोमोट करते हुए अनंत अंबानी।,Anant Ambani promoting the Aviator gaming app.,"Anant Ambani, Aviator gaming app",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-03-at-12.00.46-PM.jpeg,"Anant Ambani deepfake,Artificial Intelligence,Deep Fake,Fake celebrity video,Gaming app endorsement scam,Viral gaming app video"
